company_id,department,product_id,product_name,category,units_sold,revenue,profit_margin,customer_feedback_score,employee_id,employee_name,employee_role,employee_performance_score,employee_turnover,training_program_completed,salary,supplier_id,supplier_name,inventory_level,reorder_point,technology_usage_score,brand_loyalty_score,market_research_index,exit_interview_score,mission_clarity_score,company_direction_score,future_planning_score,years_with_company,contract_value,projected_growth
50,Production,1066,Phone,Gadgets,329,41567.417044379436,16.112124618784616,9,15809,Lisa White,Technician,9,0,0,103800.19530901265,537,Supplier A,677,212,9,6,1,3,8,4,2,1,78024.21610179126,17.550163727701147
46,IT,1044,Tablet,Electronics,285,181504.02427646067,24.921339941117004,1,12910,Lisa White,Manager,8,0,0,113280.43131496763,782,Supplier C,975,490,2,2,10,5,5,8,2,11,26120.390298324546,14.72621123681661
92,Marketing,1710,Laptop,Accessories,287,16810.815926676958,21.856200395262842,4,17557,Michael Brown,HR Specialist,9,0,1,77462.95343919299,614,Supplier D,773,291,1,2,5,3,7,4,10,4,92203.48141890093,21.667436673767103
9,Production,1738,Headphones,Accessories,339,50791.80182019089,26.667169014503425,10,12392,Tom Green,Salesperson,10,1,0,35454.61487209192,741,Supplier C,135,54,6,2,6,8,6,8,8,8,52287.89740180135,19.76827614415926
18,HR,1481,Charger,Electronics,7,94635.34920060531,20.664397341935828,1,11484,Lisa White,HR Specialist,10,0,0,43696.90990953848,558,Supplier B,328,350,3,5,8,7,5,4,5,10,11375.635349296917,4.717969903520911
37,IT,1226,Phone,Accessories,67,23927.849344503724,28.1251213900764,3,18868,Tom Green,HR Specialist,10,1,0,33625.27085435223,701,Supplier A,704,140,7,8,3,9,9,10,9,0,52203.64536076589,6.848429305223672
37,Production,1691,Laptop,Gadgets,298,4156.603166267447,5.572081548063866,1,10135,Michael Brown,Technician,3,1,1,86723.684381058,686,Supplier C,966,395,6,4,9,3,6,10,3,4,43014.51556516389,13.482122054553095
36,HR,1502,Phone,Electronics,191,84185.31274933342,10.873237710187102,7,13320,Lisa White,Manager,2,1,0,31176.209411996086,965,Supplier A,429,474,7,6,3,1,2,1,1,8,95624.59112595454,7.215281713016735
27,Sales,1350,Charger,Electronics,6,76820.99356719945,16.284389741660945,8,11790,Jane Smith,Engineer,8,1,1,37494.775186522274,762,Supplier D,193,465,6,4,5,7,1,1,8,18,13622.6224357336,5.523834040722725
92,IT,1381,Laptop,Electronics,6,199382.46784174503,27.21843273169421,8,12193,Michael Brown,Engineer,5,0,1,57154.78700536231,672,Supplier D,256,204,2,7,5,9,4,7,3,9,24914.280933314953,19.311771141619467
66,IT,1995,Headphones,Accessories,425,133575.0028153252,13.612026706604837,6,17467,Jane Smith,Engineer,3,1,1,59462.110902239394,955,Supplier D,921,296,3,9,4,4,7,9,8,2,95684.37830689363,1.3280282418454767
22,IT,1080,Headphones,Accessories,36,12346.16256089275,28.536928444875233,6,18009,Michael Brown,Salesperson,6,0,1,64354.10234415512,757,Supplier C,257,301,1,1,1,6,9,5,3,4,6494.355366791195,13.715783692163775
88,Sales,1078,Charger,Accessories,137,45265.72904549921,29.251525233396727,5,17829,Lisa White,HR Specialist,6,0,1,92230.90799519897,715,Supplier B,607,281,9,4,10,3,9,8,2,12,35284.27326507043,21.265110349226802
72,Production,1378,Headphones,Accessories,325,97109.22931933927,8.297411867829938,1,11708,Jane Smith,Salesperson,4,1,1,82239.7149196438,689,Supplier D,331,176,1,2,10,2,2,2,8,9,89991.2699688535,20.668414714148213
6,HR,1124,Charger,Accessories,120,158678.81087856911,8.819666890536364,8,11278,Tom Green,Engineer,3,0,1,34490.025929646086,993,Supplier B,572,182,8,8,4,7,2,2,4,11,60343.76114231028,8.117914986338892
39,Marketing,1816,Phone,Electronics,452,3077.9988462657034,19.824907351086893,8,12800,Jane Smith,Manager,1,0,0,112533.25825026381,896,Supplier D,879,498,2,9,10,3,5,10,1,3,84413.59140471488,21.662919287121255
14,HR,1871,Headphones,Electronics,323,173987.72255564565,22.287752726892982,6,13368,Jane Smith,Technician,8,0,0,35013.21460122243,576,Supplier D,144,483,5,10,6,10,4,6,8,18,21799.463140952827,1.7205871919511537
43,Production,1648,Phone,Accessories,411,42037.4414489042,13.823197252719023,3,16612,Tom Green,Technician,3,1,0,51114.14739334727,525,Supplier A,214,193,2,6,10,10,6,2,8,4,36941.31315055661,23.397959864034377
6,Production,1292,Charger,Accessories,240,196668.46446476318,25.142476950389664,4,14917,John Doe,Manager,2,0,0,44933.602657819225,570,Supplier A,488,427,6,10,7,10,10,7,5,17,15535.461975090551,1.3468089841330952
100,IT,1819,Laptop,Gadgets,363,29677.82089417568,27.164116044378268,3,11487,Tom Green,HR Specialist,4,1,1,112330.08451218555,589,Supplier B,411,241,6,6,1,4,6,9,1,8,89777.44465677754,19.42440643826644
13,IT,1531,Laptop,Accessories,380,189189.5030378782,8.495311842987912,1,16460,Jane Smith,Technician,9,1,0,84374.03397895923,766,Supplier B,10,121,1,5,8,8,8,9,7,16,11547.399160676005,4.191157339178557
8,Production,1142,Tablet,Accessories,35,7620.053648352289,13.820317888359869,9,17421,Lisa White,Engineer,5,1,0,59616.48739873246,792,Supplier A,364,135,10,10,3,8,9,2,3,0,54630.717392009436,17.26391254204957
27,Marketing,1808,Tablet,Electronics,45,39386.16346945206,24.620215752777042,6,12275,Jane Smith,HR Specialist,4,1,0,100105.82348832305,775,Supplier C,784,322,6,7,1,9,2,10,5,6,16548.847257116788,9.106051149340924
75,Sales,1325,Tablet,Electronics,336,73877.23321003508,10.21135303421038,9,13324,Tom Green,Technician,7,0,0,61461.55494167867,599,Supplier B,388,365,6,6,2,8,3,9,1,17,77142.51857122226,23.589553813648244
90,Sales,1375,Laptop,Electronics,42,53098.15654509996,25.38100939210425,7,13962,John Doe,Salesperson,4,0,1,87961.880833197,510,Supplier D,694,56,4,3,1,4,7,2,9,11,9184.238596619944,2.619587011607119
9,HR,1246,Phone,Accessories,495,110251.87593554569,6.4008954321264895,9,17887,Tom Green,Manager,4,1,0,32846.223142999115,510,Supplier D,864,65,5,6,4,1,8,2,2,1,84818.32615375999,23.367263252827463
92,Production,1922,Headphones,Accessories,497,86019.98673227029,10.315340804888347,1,13858,John Doe,Manager,1,1,0,94213.55173354839,638,Supplier B,472,498,7,3,1,5,5,5,10,13,73678.1334879808,15.70923476181298
45,IT,1874,Charger,Accessories,234,212988.78670824526,21.347694130136325,7,13524,John Doe,Manager,10,1,1,94371.7348279614,510,Supplier A,747,174,3,5,5,1,9,7,2,2,40267.26751145604,3.973573440380619
25,Sales,1000,Tablet,Electronics,209,45966.59458947978,29.619331633222743,1,15402,Jane Smith,Salesperson,7,0,0,88494.39935220653,523,Supplier A,299,112,3,7,3,7,8,2,3,12,99666.09456874481,2.138471698981917
15,Marketing,1392,Tablet,Accessories,138,3405.384559893769,15.641805300745288,9,16515,John Doe,Engineer,6,1,0,34351.28319074988,792,Supplier C,552,440,10,1,3,8,10,1,1,2,65669.3329830867,17.71223444895665
20,Production,1069,Laptop,Accessories,203,89583.31798964344,9.804986558578708,9,10551,Michael Brown,HR Specialist,8,1,1,30926.960563671946,812,Supplier B,543,196,3,4,6,3,9,3,8,18,9085.032744500153,8.84483686903894
92,HR,1061,Phone,Gadgets,165,113203.85430252628,5.978028901440023,8,14634,John Doe,Engineer,6,0,0,44317.78596045962,950,Supplier C,437,406,3,7,5,10,8,8,9,4,15953.01080894705,20.604089712138816
11,Sales,1365,Charger,Gadgets,413,6422.230131531867,12.752383844189307,1,19661,Jane Smith,Salesperson,6,1,1,33412.610819410074,816,Supplier D,630,57,2,1,10,5,6,8,8,19,89318.24841324765,13.429830777992866
98,IT,1717,Phone,Gadgets,163,86250.19804956028,27.17800904197204,2,14533,Michael Brown,Manager,10,0,0,94107.90534986126,909,Supplier B,608,462,8,10,1,2,9,7,9,12,91344.38379460566,3.5400656259567036
43,Sales,1039,Charger,Electronics,50,40556.483049930386,22.160989423807628,7,11431,Jane Smith,Manager,2,0,0,86557.65828824133,568,Supplier A,924,375,3,1,5,2,2,10,8,14,97421.71628273945,21.410567019275167
10,Sales,1290,Tablet,Electronics,206,155068.89300835837,24.12853472639394,5,18989,Tom Green,Manager,2,1,1,73400.24969569575,988,Supplier C,218,204,7,3,6,8,5,3,9,10,56409.78363913105,22.722790302308272
52,HR,1200,Charger,Electronics,128,18322.608280833505,27.763508386891186,8,17590,Lisa White,Engineer,3,0,1,84521.30403313923,940,Supplier D,955,242,3,1,3,10,4,5,6,14,75370.90486259287,17.08084744427513
13,IT,1721,Headphones,Electronics,14,3959.5637050169094,17.377962406649413,3,12114,John Doe,Technician,2,0,0,46597.99664912316,504,Supplier C,901,93,10,3,6,1,4,9,9,4,68786.71690088446,18.380641682155648
74,Production,1148,Laptop,Electronics,351,53966.24776087757,23.824727706055693,10,12462,Jane Smith,HR Specialist,8,0,1,79499.47428398783,906,Supplier A,896,178,5,1,10,9,8,7,2,12,60665.9270709715,19.106926619274095
99,HR,1132,Phone,Electronics,399,70402.87147640617,17.119530257325223,7,12457,Michael Brown,Technician,6,1,0,68688.16561026222,517,Supplier B,16,193,6,9,2,10,5,1,10,16,97503.91976587621,1.1486197720771658
52,Production,1904,Laptop,Gadgets,420,14905.226361862156,21.75117183345317,10,19330,John Doe,Salesperson,7,1,0,97473.72223748299,553,Supplier A,371,342,10,1,2,2,9,1,7,2,23100.359485669054,13.17413840413183
76,IT,1386,Phone,Electronics,463,10442.872331522589,13.539358503306676,7,13167,Michael Brown,HR Specialist,4,1,1,32157.371734496657,802,Supplier B,749,391,10,7,5,4,8,9,9,3,71307.12731545811,9.563068332090022
97,Sales,1570,Laptop,Gadgets,445,50679.66267278255,28.698662490366477,2,16662,Tom Green,Manager,5,1,1,99836.32641327986,695,Supplier D,540,274,1,6,9,7,1,7,1,10,18597.89317411845,22.503409965342858
58,IT,1986,Charger,Accessories,318,101715.43838884552,28.07576417950806,4,16953,John Doe,HR Specialist,10,1,1,76443.20098550041,616,Supplier A,648,404,8,4,4,4,10,2,5,2,10823.535757661117,14.024908754076868
75,HR,1825,Laptop,Accessories,277,27166.90323184981,26.233858832706538,7,19750,Tom Green,Technician,5,1,1,87547.96331107855,839,Supplier B,868,208,4,6,2,4,4,7,10,2,68678.95107782909,10.85705695526446
90,HR,1964,Laptop,Gadgets,37,101034.93016996319,25.92559903668934,4,17471,John Doe,Technician,8,0,0,82495.4415996992,883,Supplier A,827,388,9,6,1,4,6,4,2,9,95028.0092820372,1.3224141039876463
75,HR,1415,Headphones,Gadgets,234,2273.891068370809,6.2247583774761175,7,11235,Tom Green,Engineer,6,0,1,92796.70757030041,775,Supplier A,63,55,5,7,7,2,1,1,7,12,33109.60973685623,1.9913746836593855
24,Sales,1406,Headphones,Accessories,213,39183.18779022304,24.363132038090516,4,17529,John Doe,Engineer,8,1,1,81510.75309390537,944,Supplier C,534,362,4,10,9,7,3,6,8,2,84523.59895749533,4.55950569800969
61,Marketing,1772,Charger,Accessories,103,40986.41614245475,17.900047154009954,5,13640,Lisa White,Manager,6,1,0,87002.27821856712,621,Supplier B,971,181,1,5,5,2,10,3,7,1,78760.6169984317,2.212846411722409
96,Sales,1939,Tablet,Electronics,407,28874.982349708123,6.2982247382851115,9,17300,Michael Brown,Salesperson,9,0,1,59790.993363282614,957,Supplier C,8,125,6,9,4,6,5,9,9,8,94193.22601084293,4.051352339155375
66,Sales,1089,Laptop,Electronics,253,27689.132101248397,9.157114260294474,9,19364,Tom Green,Technician,5,1,1,106190.11316625409,581,Supplier C,305,369,5,7,6,5,10,9,10,15,89808.23615587369,23.63046071968922
2,Production,1858,Laptop,Gadgets,254,32124.702904960595,28.756536455463724,1,17213,Tom Green,Engineer,1,0,1,67923.38791531061,831,Supplier A,177,315,5,10,9,8,4,4,10,2,43294.12667769235,5.343455144532079
53,Sales,1035,Headphones,Accessories,423,144841.0786358407,6.222567988381626,1,10498,Jane Smith,Engineer,7,1,1,102435.31045993732,912,Supplier D,354,383,1,4,8,8,8,1,5,2,65511.28916074201,19.649906244703224
92,HR,1551,Tablet,Accessories,217,65891.25737495848,10.224415489453419,7,18981,Tom Green,Engineer,7,0,1,83879.58764181987,817,Supplier A,159,427,3,4,10,4,5,2,3,11,50336.2378156778,24.39985237844453
2,Production,1370,Phone,Gadgets,437,69795.94363937379,25.335325615222466,9,17882,Lisa White,Engineer,2,0,0,77869.94034963586,798,Supplier A,656,53,6,8,2,6,4,4,3,14,18713.922121126343,8.535320034909116
86,Production,1996,Laptop,Accessories,330,21588.58215665353,18.102737670457746,1,14328,Tom Green,Salesperson,10,1,0,94856.9510162964,581,Supplier A,588,471,9,2,6,1,8,5,7,9,75631.04336725804,19.718536495998407
37,IT,1574,Headphones,Electronics,382,102042.85258520501,5.887370770862683,7,11074,Michael Brown,HR Specialist,9,0,1,78090.20349802365,542,Supplier D,821,344,5,9,1,8,8,8,7,4,22770.412194788034,12.51652708596902
10,Marketing,1208,Charger,Accessories,342,152725.70057113786,5.975376105500131,10,10624,Jane Smith,Technician,4,1,1,51164.48410597461,730,Supplier C,542,474,3,8,3,9,8,3,2,3,70313.72831037008,1.9413317153116418
59,Marketing,1607,Phone,Gadgets,478,135645.5539346235,16.06003629551904,10,15804,Jane Smith,Manager,9,1,0,86107.30346624956,530,Supplier D,600,171,6,7,9,5,10,10,5,17,66013.30619526005,18.629895106590297
73,Production,1194,Laptop,Electronics,409,13422.969999979965,8.114695104167831,9,11585,Lisa White,HR Specialist,4,1,1,59641.57374801315,549,Supplier B,423,269,5,1,3,7,1,2,8,2,78909.82275407716,17.862731850983728
59,Sales,1784,Charger,Electronics,290,212669.4056458491,23.409816631659176,3,18465,Lisa White,Engineer,3,0,1,100491.03134629768,835,Supplier C,78,390,6,2,3,7,10,9,6,1,43844.381209586696,21.88055328577685
47,Production,1578,Phone,Accessories,181,20850.891822421836,24.181501637475378,10,18150,Jane Smith,Salesperson,2,0,1,80789.626693473,771,Supplier B,912,248,1,8,4,10,4,6,5,7,73693.62207159415,18.075615352297714
26,HR,1590,Tablet,Accessories,208,161316.9716145791,9.882176635260965,10,17820,John Doe,Manager,4,0,1,81179.7760767834,508,Supplier C,883,466,4,8,4,6,5,7,7,8,73353.74798868372,7.8513722889025255
55,Production,1517,Phone,Electronics,246,27861.040764255707,29.776121938718713,8,16716,Jane Smith,Manager,3,0,1,54796.12796317434,605,Supplier B,217,363,5,2,3,3,8,9,2,7,24533.42291969978,7.5581142435797455
65,Production,1449,Charger,Accessories,265,176076.15085378615,7.412701413968968,4,18491,Tom Green,Technician,3,0,0,50651.58812540487,884,Supplier D,864,230,2,2,2,4,5,10,5,10,34490.26972180144,15.31050754928655
70,HR,1974,Tablet,Gadgets,301,11216.354501422256,14.852503359292871,1,17131,Tom Green,Salesperson,2,1,0,90792.84497124984,790,Supplier C,61,130,9,10,4,5,10,4,5,3,54888.87346927873,16.828836372716605
24,Sales,1352,Charger,Accessories,273,17385.246081203397,25.946250014237837,9,10499,Tom Green,Salesperson,10,0,1,61008.262044412084,900,Supplier C,571,209,4,3,4,3,8,8,3,3,95136.20427418138,2.687659505613203
44,Production,1582,Laptop,Electronics,214,4162.222642811235,11.711001140688694,1,12104,Jane Smith,HR Specialist,10,0,1,38589.01107689948,773,Supplier A,549,155,3,8,6,1,1,4,7,1,33834.12276737919,16.076291803608264
84,IT,1213,Charger,Accessories,154,74095.71891496879,18.508486076621857,4,13036,Michael Brown,HR Specialist,1,1,0,108516.03801722192,638,Supplier B,3,398,4,2,9,1,7,3,3,19,90587.88743277489,5.2198937659077105
45,HR,1838,Charger,Accessories,51,84774.40555192546,29.297699501755258,5,14787,Michael Brown,Engineer,2,1,1,67580.40722497953,603,Supplier B,954,427,5,1,4,3,4,7,7,1,22720.709964008132,13.461642974624288
9,HR,1053,Charger,Electronics,414,59493.81602705006,11.544909081899805,6,10399,Michael Brown,Salesperson,2,1,1,57971.818150342275,618,Supplier D,18,82,7,5,10,5,3,7,5,4,68911.5700879495,19.24656474753056
83,Sales,1797,Headphones,Electronics,240,27792.960760476606,7.080936578411697,10,12562,Lisa White,HR Specialist,8,0,0,104598.85883053641,557,Supplier C,917,275,5,9,8,1,4,1,4,19,16370.867453776262,12.98829258320498
19,Production,1280,Charger,Gadgets,182,155501.8935149819,28.018300486065357,5,11022,John Doe,Salesperson,1,1,1,74291.16762660627,513,Supplier A,447,353,2,3,2,3,4,8,10,14,77428.78399741452,6.537484972891088
98,HR,1017,Phone,Electronics,190,59110.401292076065,14.042540151228895,8,14974,Tom Green,HR Specialist,8,1,1,108474.74586850344,662,Supplier D,696,469,4,8,4,8,7,2,9,2,55381.95916639061,19.58737639011384
59,Production,1419,Charger,Gadgets,473,96913.1577339804,13.63803611979107,7,11292,Jane Smith,HR Specialist,3,1,1,55500.36091227022,788,Supplier A,588,293,8,9,8,3,9,2,10,3,15333.285333357668,10.791362896106804
23,Marketing,1311,Charger,Accessories,120,126338.38959841871,6.445632129485294,3,10033,Michael Brown,HR Specialist,6,1,0,69603.77548334392,842,Supplier C,16,76,4,5,4,7,2,8,7,11,49370.044600502384,5.174897334780538
23,Marketing,1512,Tablet,Electronics,261,26608.994720673443,18.918814153140108,8,12447,Michael Brown,Salesperson,1,1,1,83448.62993954096,528,Supplier D,640,294,3,9,2,2,1,6,1,14,62739.4904220157,15.00097458236435
8,IT,1269,Tablet,Gadgets,45,232034.05393424715,8.95536303960806,4,18460,John Doe,Salesperson,2,0,1,94975.441904437,502,Supplier D,595,280,4,2,5,1,2,4,10,5,34858.44349675137,2.8863705180195325
3,HR,1724,Laptop,Gadgets,154,18202.750651225833,9.660048955491508,7,12942,Michael Brown,Engineer,8,0,1,92623.3337929952,745,Supplier D,414,456,9,7,2,2,3,1,10,18,35736.0635523818,15.542959984709725
4,Production,1513,Phone,Electronics,466,63150.25983885467,28.339342436057436,4,12250,Tom Green,Salesperson,3,0,1,110242.0898575023,726,Supplier B,130,402,7,6,9,7,3,1,5,1,8173.122716408076,2.9337751274570563
56,Marketing,1543,Tablet,Accessories,233,91483.36315484667,18.881812434151485,10,11089,John Doe,HR Specialist,1,0,0,47075.86996988562,522,Supplier C,260,438,10,3,1,2,4,10,10,16,40201.26867527947,17.79091319906202
79,HR,1520,Phone,Accessories,494,18935.638409491847,20.26940278905459,1,10002,Tom Green,Salesperson,3,0,0,118169.76599586451,642,Supplier C,54,123,6,10,9,3,5,4,6,17,84586.82777675547,21.74220030428437
5,Sales,1189,Charger,Accessories,117,87107.37272197937,28.596811020421963,3,18115,Michael Brown,Salesperson,6,1,0,60633.29817488147,944,Supplier C,437,384,3,5,2,10,9,7,1,12,60061.755370710685,2.734119262813226
72,Marketing,1444,Charger,Accessories,7,45153.10338308192,29.107279869737734,5,11096,Tom Green,Technician,5,1,1,32799.10020504292,928,Supplier B,141,474,9,4,3,8,1,6,9,0,81800.79139261412,19.196550336032352
63,IT,1091,Headphones,Gadgets,283,13111.38752841545,28.621545573179667,5,17462,Lisa White,Technician,3,1,0,42863.69450347104,622,Supplier D,105,360,9,2,4,3,6,3,9,4,15194.621310639443,3.729877896727129
36,Production,1808,Charger,Electronics,77,13482.255976383034,10.11257041975657,1,15092,Tom Green,Manager,6,1,0,60187.9189795087,694,Supplier A,573,322,1,8,4,3,7,1,3,2,11548.169863648522,4.05241646462664
87,Sales,1046,Headphones,Electronics,142,130008.40490462039,20.21524413486855,2,18189,Tom Green,Engineer,8,1,0,82887.74218871276,873,Supplier B,728,190,3,1,9,9,9,7,5,0,80353.65472965648,2.256644838689488
41,Marketing,1336,Headphones,Electronics,243,43240.9944647988,6.456854494758258,9,16741,Michael Brown,HR Specialist,3,0,1,86421.62046861627,595,Supplier B,902,263,8,6,4,7,10,2,10,7,41315.34123064846,19.616176554917445
63,Sales,1150,Tablet,Accessories,446,15847.051503680541,12.028549711477321,9,15352,Jane Smith,Manager,4,1,0,46330.820350004375,500,Supplier B,684,287,4,10,10,6,5,1,7,10,80744.79635919466,7.581068481329438
83,Sales,1115,Tablet,Electronics,174,111933.4191700976,22.684703352589775,4,14436,Jane Smith,Engineer,9,0,1,58147.71448485956,962,Supplier B,515,192,3,3,8,6,6,9,2,11,7197.404387411894,4.339149802056457
65,IT,1770,Headphones,Gadgets,289,61450.341106115055,24.689102190972775,8,18026,Jane Smith,Manager,1,0,1,96246.29013816304,746,Supplier A,946,107,7,1,3,2,10,9,8,5,77080.3468563923,9.219405166967562
100,Sales,1829,Headphones,Gadgets,198,150775.24984134792,11.396045799534608,1,19529,Michael Brown,Manager,10,1,0,46957.64339198651,627,Supplier D,988,171,3,3,7,6,9,7,4,13,46377.36266686414,14.049302908404101
68,Marketing,1955,Headphones,Electronics,24,118856.91970384636,19.186430292581818,1,19088,Jane Smith,Technician,1,1,1,109013.06719151062,597,Supplier D,488,215,8,5,4,10,3,6,9,10,47960.71899264757,4.346284388193423
65,HR,1118,Charger,Gadgets,128,65369.382577354096,17.358419088065837,3,12513,Jane Smith,Technician,8,0,0,53483.715094804116,663,Supplier D,552,146,10,4,2,1,8,8,2,2,90822.30337579106,6.258314805008977
88,IT,1197,Laptop,Electronics,368,156347.2912832775,14.697585056162577,9,13330,Lisa White,Manager,5,1,1,45607.40037024017,523,Supplier B,786,494,4,9,3,3,7,2,10,15,58453.14669919564,13.480192705897277
9,Production,1907,Headphones,Accessories,306,66334.45917524866,15.570704580961793,9,15787,Michael Brown,Technician,1,1,1,85832.03211910842,653,Supplier B,410,223,10,6,4,4,8,2,1,16,74760.45837984339,24.901572995885516
99,Marketing,1189,Phone,Accessories,135,4739.980620628155,10.381575144010771,2,12976,John Doe,Technician,3,1,1,68710.32284564289,937,Supplier D,153,58,3,9,7,3,10,8,9,6,84111.54723896457,4.324473136590825
1,Marketing,1670,Laptop,Gadgets,150,14263.198442958375,14.216930515014102,6,14303,John Doe,Engineer,2,1,0,80112.0188722818,686,Supplier D,244,202,7,3,7,3,1,2,10,1,38187.53958282291,6.132045035543747
93,IT,1616,Headphones,Gadgets,414,173159.17499102323,12.60813186430153,1,12439,Lisa White,Manager,7,0,1,105035.33019725505,605,Supplier B,449,242,4,8,3,3,1,8,4,15,43669.47871739453,14.106440208174757
45,Production,1479,Tablet,Gadgets,20,67235.5041708123,27.137109538180304,6,11550,Michael Brown,HR Specialist,5,0,0,42323.8026304362,592,Supplier B,902,466,9,4,4,4,10,7,2,6,83655.77573729683,9.787284404333061
83,Sales,1555,Tablet,Gadgets,28,47389.94617479472,15.559326383216467,3,16526,Tom Green,Technician,10,1,1,118049.8178319907,752,Supplier A,611,437,5,5,3,9,2,3,7,5,28647.75522343902,22.124344774684804
48,HR,1696,Headphones,Electronics,315,20938.031573667195,7.701449854457181,3,19483,Michael Brown,Technician,6,0,1,51449.18974867813,987,Supplier D,958,165,3,1,10,3,6,10,8,18,13384.652402898579,24.28233361739776
30,Sales,1436,Phone,Electronics,274,219532.754719584,19.1869988931254,8,11000,Jane Smith,HR Specialist,3,0,1,97950.06547651067,556,Supplier D,916,90,3,9,9,4,7,4,4,3,36578.342623138655,11.5345265083406
66,Production,1981,Phone,Gadgets,51,160580.38784654232,7.081039337275401,7,17725,Jane Smith,HR Specialist,4,0,0,74536.99028549432,601,Supplier C,990,305,10,3,10,10,2,5,9,18,86608.65381449752,9.97906487646178
23,Marketing,1338,Tablet,Electronics,357,165844.4200584573,6.174294568201789,3,10701,Jane Smith,Engineer,1,1,1,56912.80074785856,899,Supplier D,841,329,1,1,7,9,6,7,6,2,65548.72797828939,7.087843098555031
30,IT,1914,Tablet,Accessories,359,46910.00852514276,26.53809558984283,7,15818,Lisa White,Manager,7,0,1,119729.11063207898,669,Supplier C,70,499,7,2,2,1,8,3,10,19,59171.94231500208,17.61649747307122
46,Sales,1952,Headphones,Gadgets,163,7731.346328159307,7.147729656803921,3,13703,Jane Smith,Salesperson,4,0,0,30354.252413309074,563,Supplier B,979,58,8,6,6,8,4,8,1,3,83880.43805598156,6.1436341683478535
33,IT,1136,Laptop,Gadgets,492,39429.18708354547,17.053006478210833,7,18371,Lisa White,HR Specialist,2,0,0,48941.98869441464,513,Supplier D,136,223,5,7,6,5,8,7,5,8,66878.6283191418,10.86092926027513
44,HR,1017,Tablet,Electronics,137,104853.55584943054,14.370081254767952,1,12828,Tom Green,Technician,9,0,0,73568.57438314258,911,Supplier C,91,221,8,9,8,3,3,6,1,16,46398.808327552615,16.771257415079713
93,Production,1360,Laptop,Accessories,452,134075.73722191248,21.594988913720222,8,12301,Jane Smith,Manager,1,0,1,106003.33962748232,816,Supplier A,665,290,9,6,9,2,9,9,7,18,57241.89827766582,15.806310117035103
37,HR,1658,Tablet,Electronics,65,19390.556747245533,19.21820154502226,1,17009,Tom Green,Salesperson,10,0,0,83430.41956620592,749,Supplier B,896,476,5,4,5,3,4,3,9,2,89262.51257553484,14.334505541081136
59,HR,1471,Phone,Electronics,493,6365.325022697782,13.23329529773832,1,16311,Michael Brown,Manager,1,1,0,111519.95401297121,543,Supplier A,506,83,10,1,9,5,8,8,6,10,92877.65046779942,1.0767368291598434
36,HR,1293,Charger,Gadgets,360,46703.86378451397,28.856586451831426,2,17458,Lisa White,Salesperson,6,0,1,40208.81854275304,686,Supplier B,661,328,9,3,3,4,6,3,6,14,62715.513030352755,7.631419184151748
78,Sales,1646,Headphones,Gadgets,151,5588.016742957378,24.319579567190832,1,15215,Jane Smith,Manager,10,0,1,105151.08459412624,768,Supplier C,939,372,5,5,1,8,2,6,9,0,15218.285265968523,14.22104502173068
85,Sales,1481,Tablet,Electronics,313,33973.61408824399,7.889142973760103,5,11202,John Doe,Technician,3,1,1,73403.59505864992,880,Supplier C,49,279,6,3,9,4,8,2,8,19,33594.74461267034,5.307253954737843
100,Sales,1505,Headphones,Gadgets,117,6232.2107329505525,29.545438680119403,6,18283,Tom Green,Manager,5,0,0,88980.29196119033,879,Supplier D,936,151,3,9,10,5,2,2,5,7,85130.01958397406,12.699981650071688
27,HR,1426,Charger,Electronics,161,43027.70590323219,5.82984687966228,5,10771,Jane Smith,Manager,5,1,0,71055.98605833543,790,Supplier C,863,457,10,5,10,6,2,5,5,17,30920.6852331895,19.04059388454715
33,Production,1089,Charger,Gadgets,226,152131.87411710309,5.57643191982972,9,14619,Lisa White,Engineer,7,0,1,78628.33886886603,995,Supplier B,560,467,9,7,5,1,4,1,7,18,72905.63795954206,3.437570478712786
21,Marketing,1461,Laptop,Gadgets,454,37190.35256226117,10.25614989628363,2,12365,John Doe,Manager,1,1,1,73881.02682089107,974,Supplier C,191,211,5,1,6,3,8,8,6,11,6949.4118327098195,7.862760231190435
49,Sales,1193,Laptop,Accessories,341,83276.6903919601,13.674801530078872,4,17915,Tom Green,Manager,3,0,1,70108.91702469345,925,Supplier D,416,289,7,8,4,2,5,5,3,19,6142.249614168122,3.0266497468993645
90,IT,1428,Tablet,Accessories,450,130525.89871248482,23.593720756305345,2,12384,John Doe,Manager,3,0,1,53939.461038988826,687,Supplier B,307,254,7,1,9,9,6,9,2,1,72501.14718648403,3.4240583770712245
85,IT,1924,Headphones,Gadgets,161,100862.81207885449,19.173347226241937,9,10433,Michael Brown,Salesperson,3,1,0,53495.55610703009,612,Supplier D,454,341,8,3,3,6,7,9,2,16,37177.8172856937,8.55591720326612
49,Sales,1354,Charger,Gadgets,33,83151.88836535627,24.161179757883794,10,12306,Lisa White,Salesperson,1,0,1,32979.027728756,903,Supplier C,966,98,9,9,8,2,9,10,1,9,12122.717061091174,11.468764189982183
98,Production,1054,Charger,Gadgets,201,36084.970278205496,13.45833188383327,8,10757,Lisa White,Technician,4,1,1,90879.65967449782,784,Supplier B,837,461,7,5,6,7,10,10,1,12,56711.10068344212,1.1147502429650284
